2015-05-15 13:34:05,548 [Worker-6] INFO  o.e.m.c.i.l.LifecycleMappingFactory - Using org.eclipse.m2e.jdt.JarLifecycleMapping lifecycle mapping for MavenProject: org.topodiff:topodiff-io:0.1-SNAPSHOT @ C:\GitHub\topodiff\branches\sandbox-aragozin\modules\io\pom.xml.
2015-05-15 13:34:05,585 [Worker-6] INFO  o.e.m.c.i.l.LifecycleMappingFactory - Using org.eclipse.m2e.jdt.JarLifecycleMapping lifecycle mapping for MavenProject: org.topodiff:topodiff-utils:0.1-SNAPSHOT @ C:\GitHub\topodiff\branches\sandbox-aragozin\modules\utils\pom.xml.
2015-05-15 13:34:05,958 [Worker-6] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Adding source folder /topodiff-utils/src/main/java
2015-05-15 13:34:05,958 [Worker-6] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Adding source folder /topodiff-utils/src/test/java
2015-05-15 13:34:06,026 [Worker-2] INFO  o.e.m.c.i.l.LifecycleMappingFactory - Using org.eclipse.m2e.jdt.JarLifecycleMapping lifecycle mapping for MavenProject: org.topodiff:topodiff:0.1-SNAPSHOT @ C:\GitHub\topodiff\branches\sandbox-aragozin\modules\topodiff\pom.xml.
2015-05-15 13:34:06,050 [Worker-6] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Adding source folder /topodiff-api/src/main/java
2015-05-15 13:34:06,051 [Worker-6] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Adding source folder /topodiff-api/src/test/java
2015-05-15 13:34:06,079 [Worker-2] INFO  o.e.m.c.i.l.LifecycleMappingFactory - Using org.eclipse.m2e.jdt.JarLifecycleMapping lifecycle mapping for MavenProject: org.topodiff:topodiff-api:0.1-SNAPSHOT @ C:\GitHub\topodiff\branches\sandbox-aragozin\modules\api\pom.xml.
2015-05-15 13:34:06,104 [Worker-6] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Adding source folder /topodiff-core/src/main/java
2015-05-15 13:34:06,104 [Worker-6] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Adding source folder /topodiff-core/src/test/java
2015-05-15 13:34:06,151 [Worker-2] INFO  o.e.m.c.i.l.LifecycleMappingFactory - Using org.eclipse.m2e.jdt.JarLifecycleMapping lifecycle mapping for MavenProject: org.topodiff:topodiff-core:0.1-SNAPSHOT @ C:\GitHub\topodiff\branches\sandbox-aragozin\modules\core\pom.xml.
2015-05-15 13:34:06,157 [Worker-6] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Adding source folder /topodiff/src/main/java
2015-05-15 13:34:06,158 [Worker-6] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Adding source folder /topodiff/src/test/java
2015-05-15 13:34:06,194 [Worker-6] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Adding source folder /topodiff-io/src/main/java
2015-05-15 13:34:06,194 [Worker-6] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Adding source folder /topodiff-io/src/test/java
2015-05-15 13:34:06,230 [Worker-2] INFO  o.e.m.c.i.l.LifecycleMappingFactory - Using org.eclipse.m2e.jdt.JarLifecycleMapping lifecycle mapping for MavenProject: org.topodiff:topodiff-io:0.1-SNAPSHOT @ C:\GitHub\topodiff\branches\sandbox-aragozin\modules\io\pom.xml.
2015-05-15 13:34:06,246 [Worker-6] INFO  o.e.m.c.i.p.ProjectConfigurationManager - Imported and configured 6 project(s) in 17 sec
2015-05-15 13:34:06,398 [Worker-2] INFO  o.e.m.c.i.l.LifecycleMappingFactory - Using NULL lifecycle mapping for MavenProject: org.topodiff:topodiff-root:0.1-SNAPSHOT @ C:\GitHub\topodiff\branches\sandbox-aragozin\pom.xml.
2015-05-15 13:34:06,450 [Worker-2] INFO  o.e.m.c.i.l.LifecycleMappingFactory - Using org.eclipse.m2e.jdt.JarLifecycleMapping lifecycle mapping for MavenProject: org.topodiff:topodiff-utils:0.1-SNAPSHOT @ C:\GitHub\topodiff\branches\sandbox-aragozin\modules\utils\pom.xml.
2015-05-15 13:34:06,510 [Worker-2] INFO  o.e.m.c.i.l.LifecycleMappingFactory - Using org.eclipse.m2e.jdt.JarLifecycleMapping lifecycle mapping for MavenProject: org.topodiff:topodiff:0.1-SNAPSHOT @ C:\GitHub\topodiff\branches\sandbox-aragozin\modules\topodiff\pom.xml.
2015-05-15 13:34:06,571 [Worker-2] INFO  o.e.m.c.i.l.LifecycleMappingFactory - Using org.eclipse.m2e.jdt.JarLifecycleMapping lifecycle mapping for MavenProject: org.topodiff:topodiff-api:0.1-SNAPSHOT @ C:\GitHub\topodiff\branches\sandbox-aragozin\modules\api\pom.xml.
2015-05-15 13:34:06,606 [Worker-2] INFO  o.e.m.c.i.l.LifecycleMappingFactory - Using org.eclipse.m2e.jdt.JarLifecycleMapping lifecycle mapping for MavenProject: org.topodiff:topodiff-core:0.1-SNAPSHOT @ C:\GitHub\topodiff\branches\sandbox-aragozin\modules\core\pom.xml.
2015-05-15 13:34:06,657 [Worker-2] INFO  o.e.m.c.i.l.LifecycleMappingFactory - Using org.eclipse.m2e.jdt.JarLifecycleMapping lifecycle mapping for MavenProject: org.topodiff:topodiff-io:0.1-SNAPSHOT @ C:\GitHub\topodiff\branches\sandbox-aragozin\modules\io\pom.xml.
2015-05-15 13:34:06,715 [Worker-2] INFO  o.e.m.c.i.l.LifecycleMappingFactory - Using org.eclipse.m2e.jdt.JarLifecycleMapping lifecycle mapping for MavenProject: org.topodiff:topodiff-utils:0.1-SNAPSHOT @ C:\GitHub\topodiff\branches\sandbox-aragozin\modules\utils\pom.xml.
2015-05-15 13:34:07,280 [Worker-2] INFO  o.e.m.c.i.l.LifecycleMappingFactory - Using org.eclipse.m2e.jdt.JarLifecycleMapping lifecycle mapping for MavenProject: org.topodiff:topodiff:0.1-SNAPSHOT @ C:\GitHub\topodiff\branches\sandbox-aragozin\modules\topodiff\pom.xml.
2015-05-15 13:34:07,321 [Worker-2] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2015-05-15 13:34:07,324 [Worker-2] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\GitHub\topodiff\branches\sandbox-aragozin\modules\topodiff\src\main\resources
2015-05-15 13:34:07,326 [Worker-2] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2015-05-15 13:34:07,326 [Worker-2] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\GitHub\topodiff\branches\sandbox-aragozin\modules\topodiff\src\test\resources
2015-05-15 13:34:07,708 [Worker-2] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2015-05-15 13:34:07,709 [Worker-2] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\GitHub\topodiff\branches\sandbox-aragozin\modules\utils\src\main\resources
2015-05-15 13:34:07,710 [Worker-2] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
